timestamp,Temperature,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Precipitation Total
20200411T0000,23.766636,96,1015.1,1.6874597,0
20200411T0100,23.606636,96,1014.1,1.6430666,0
20200411T0200,23.446636,96,1013.3,1.4368201,0
20200411T0300,23.376637,96,1013.1,1.3584595,0
20200411T0400,23.296637,96,1013.1,1.3237523,0
20200411T0500,23.176636,96,1014.3,1.3237523,0
20200411T0600,23.246635,96,1015.1,1.3903338,0
20200411T0700,23.806635,93,1015.2,1.4291774,0
20200411T0800,25.146635,87,1015.3,1.3604734,0
20200411T0900,26.246635,83,1015,1.3584595,0
20200411T1000,27.556635,77,1014.6,1.5183531,0
20200411T1100,29.156635,72,1014.4,1.5732616,0
20200411T1200,29.996635,67,1013.9,1.6430666,0
20200411T1300,30.636637,64,1012.6,1.6546904,0
20200411T1400,30.776636,62,1011.3,1.7589599,0
20200411T1500,30.456636,63,1010.6,1.9367652,0
20200411T1600,29.856636,67,1010.4,2.221233,0
20200411T1700,28.776636,73,1010.8,2.443121,0
20200411T1800,26.086636,86,1011.9,2.533352,0
20200411T1900,25.806635,92,1012.4,2.3365726,0
20200411T2000,24.856636,98,1012.7,2.2261581,0
20200411T2100,25.216637,96,1013.4,1.942412,0
20200411T2200,25.176636,96,1014,1.6907016,0
20200411T2300,25.086636,96,1014,1.4892213,0
20200412T0000,24.966637,96,1013.8,1.224918,0
20200412T0100,24.756636,96,1012.7,0.9620001,0
20200412T0200,24.596636,96,1012.3,0.666,0
20200412T0300,24.426636,96,1012.3,0.5966071,0
20200412T0400,24.346636,96,1012.9,0.76187664,0
20200412T0500,24.216637,96,1013.9,0.9153295,0
20200412T0600,24.296637,96,1014.8,1.0595188,0
20200412T0700,24.486635,95,1015.6,1.1319823,0
20200412T0800,24.626637,94,1016,1.3644925,0.1
20200412T0900,24.826635,93,1016.2,1.5680319,0.4
20200412T1000,24.676636,94,1016.1,1.8276652,0.9
20200412T1100,24.456636,93,1016.1,1.992511,0.1
20200412T1200,24.166636,93,1016.3,1.8720685,0
20200412T1300,24.076635,92,1015.6,1.830659,0
20200412T1400,23.726635,94,1014.8,1.8866372,0.1
20200412T1500,23.566635,94,1014.3,1.9592538,0.3
20200412T1600,23.396635,95,1013.8,2.1190376,0.8
20200412T1700,23.236635,97,1014.2,2.3400855,0.9
20200412T1800,23.126637,97,1015,2.6824362,1
20200412T1900,23.586636,97,1015.8,2.9830353,1
20200412T2000,23.556635,97,1016.2,3.2238872,1.3
20200412T2100,23.536636,97,1016.4,3.4280457,1.3
20200412T2200,23.506636,97,1016.1,3.4905732,1.6
20200412T2300,23.436636,97,1016.3,3.781972,1.9
20200413T0000,23.306635,97,1015.7,3.9052093,2.3
20200413T0100,23.116636,97,1014.9,4.042324,2.2
20200413T0200,22.886637,97,1014.6,4.2824206,2.1
20200413T0300,22.596636,97,1014.5,4.5236945,1.9
20200413T0400,22.206636,97,1014.9,4.703513,1.7
20200413T0500,21.816635,97,1015.4,4.775724,1.3
20200413T0600,21.446636,97,1016.5,4.6313596,1
20200413T0700,21.276636,96,1017.3,4.4152646,0.8
20200413T0800,21.296637,95,1017.7,3.9850216,0.7
20200413T0900,21.406635,94,1018.1,3.6085906,0.5
20200413T1000,21.566635,94,1018,3.3749192,0.4
20200413T1100,21.746635,94,1017.9,3.1948807,0.4
20200413T1200,21.586636,92,1017.4,3.1062374,0.3
20200413T1300,21.566635,92,1016.9,3.0779018,0.4
20200413T1400,21.456636,93,1016.2,3.1220634,0.4
20200413T1500,21.316635,93,1015.7,3.18544,0.4
20200413T1600,21.206636,94,1015.6,3.259362,0.4
20200413T1700,21.046637,95,1016,3.189735,0.4
20200413T1800,20.726635,96,1016.7,3.1220634,0.5
20200413T1900,21.296637,97,1016.5,2.9274461,0.7
20200413T2000,21.296637,97,1017.1,2.7648683,0.6
20200413T2100,21.316635,97,1017.8,2.5311894,0.5
20200413T2200,21.286636,97,1017.8,2.369156,0.5
20200413T2300,21.256636,97,1017.3,2.083859,0.4
20200414T0000,21.206636,97,1016.4,1.830659,0.4
20200414T0100,21.176636,97,1015.6,1.7417531,0.4
20200414T0200,21.126637,97,1015,1.7084227,0.3
20200414T0300,21.116636,97,1015.1,1.629681,0.3
20200414T0400,21.126637,97,1015.4,1.5557609,0.3
20200414T0500,21.126637,97,1015.7,1.5557609,0.2
20200414T0600,21.236635,97,1016.1,1.5557609,0.3
20200414T0700,21.536636,96,1016.4,1.6347134,0.2
20200414T0800,21.886637,94,1016.8,1.6347134,0.3
20200414T0900,22.196636,94,1017,1.5557609,0.2
20200414T1000,22.406635,94,1017,1.5557609,0.1
20200414T1100,22.536636,94,1016.6,1.5557609,0.1
20200414T1200,22.596636,93,1016.2,1.6347134,0
20200414T1300,22.576635,93,1015.4,1.5610317,0.1
20200414T1400,22.536636,94,1014.6,1.569777,0.1
20200414T1500,22.436636,94,1014,1.5819392,0
20200414T1600,22.236635,94,1013.7,1.4538693,0
20200414T1700,22.066635,95,1013.8,1.2923545,0
20200414T1800,21.756636,96,1014.6,1.11,0
20200414T1900,22.046637,94,1015.4,1.1271344,0
20200414T2000,21.886637,95,1015.7,0.8629809,0
20200414T2100,21.846636,96,1016.1,0.5779585,0
20200414T2200,21.766636,96,1015.9,0.3985022,0
20200414T2300,21.706636,96,1015.5,0.23400857,0
20200415T0000,21.596636,96,1015.1,0.148,0
20200415T0100,21.496635,96,1014.8,0.148,0
20200415T0200,21.416636,96,1014.2,0.23400857,0
20200415T0300,21.336636,96,1014.2,0.16546904,0
20200415T0400,21.226635,95,1014.5,0.16546904,0
20200415T0500,21.146635,96,1014.9,0.30510983,0
20200415T0600,21.156635,95,1015.4,0.296,0
20200415T0700,21.656635,93,1015.9,0.30510983,0
20200415T0800,22.706636,89,1016.3,0.3985022,0
20200415T0900,23.866636,85,1015.9,0.2668108,0
20200415T1000,24.926636,81,1015.2,0,0
20200415T1100,25.756636,78,1014.3,0.52325904,0
20200415T1200,26.736635,76,1013.8,1.1198232,0
20200415T1300,27.226635,74,1012.9,1.569777,0
20200415T1400,27.856636,74,1012,1.8559105,0
20200415T1500,27.656635,76,1011.6,2.003474,0
20200415T1600,26.456636,81,1011.5,2.22,0
20200415T1700,25.656635,87,1011.8,2.298769,0
20200415T1800,24.636637,92,1012.4,2.3365726,0
20200415T1900,23.326635,94,1013.2,2.4509535,0
20200415T2000,23.396635,94,1013.6,2.4864442,0
20200415T2100,23.246635,95,1013.5,2.4092655,0
20200415T2200,23.076635,96,1013.4,2.3598924,0
20200415T2300,23.026636,96,1012.9,2.22,0
20200416T0000,22.966637,96,1012.6,2.1164517,0
20200416T0100,22.906635,96,1012.4,1.9097161,0
20200416T0200,22.846636,96,1011.8,1.7913504,0
20200416T0300,22.756636,96,1011.3,1.7338754,0
20200416T0400,22.686636,96,1011.9,1.8381219,0
20200416T0500,22.686636,96,1012.5,1.8866372,0
20200416T0600,22.766636,96,1012.9,2.0130177,0
20200416T0700,23.416636,93,1013.3,2.1344864,0
20200416T0800,24.426636,89,1013.8,2.1964417,0
20200416T0900,25.836636,83,1013.8,2.2796323,0
20200416T1000,27.616636,76,1012.9,2.3047168,0
20200416T1100,28.866636,71,1011.9,2.520349,0
20200416T1200,29.876637,68,1011.4,2.7708032,0
20200416T1300,30.466637,66,1010.5,2.9830353,0
20200416T1400,30.586636,67,1010,2.9830353,0
20200416T1500,30.506636,67,1010.1,3.0131726,0
20200416T1600,29.936636,70,1009.9,3.1612813,0
20200416T1700,28.906635,75,1009.9,3.395141,0
20200416T1800,26.676636,85,1010.4,3.490573,0
20200416T1900,24.476635,94,1011.9,3.744868,0
20200416T2000,23.716637,96,1012.4,3.6740086,0
20200416T2100,23.406635,96,1012.5,3.5827007,0
20200416T2200,23.156635,96,1013.1,3.4550948,0
20200416T2300,22.946636,97,1012.6,3.1957378,0
20200417T0000,23.466637,96,1012.5,2.8429873,0
20200417T0100,23.466637,96,1012.3,2.6495721,0
20200417T0200,23.386637,96,1011.3,2.504001,0
20200417T0300,23.336636,96,1011.3,2.487545,0
20200417T0400,23.276636,96,1011.6,2.4239943,0
20200417T0500,23.176636,96,1012,2.3224685,0
20200417T0600,23.246635,96,1012.4,2.221233,0
20200417T0700,23.826635,93,1013.2,2.1574523,0
20200417T0800,25.026636,90,1013.5,2.1164517,0
20200417T0900,26.456636,85,1013.5,2.0956507,0
20200417T1000,27.946636,80,1012.9,2.1764054,0
20200417T1100,29.336636,73,1012.3,2.3505924,0
20200417T1200,29.646635,72,1011.9,2.5559475,0
20200417T1300,30.526636,68,1011.4,2.7149029,0
20200417T1400,30.536636,69,1010.8,2.801269,0
20200417T1500,30.206636,69,1010.5,2.9460924,0
20200417T1600,29.396635,73,1010.4,3.0912166,0
20200417T1700,28.066635,79,1010.8,3.1948807,0
20200417T1800,26.146635,88,1011.6,3.1124017,0
20200417T1900,25.806635,93,1011.8,3.0663157,0
20200417T2000,25.066635,97,1012.7,2.7806675,0
20200417T2100,25.096636,96,1013,2.487545,0
20200417T2200,25.066635,96,1013.4,2.2372,0
20200417T2300,24.916636,96,1013.4,1.9993699,0
20200418T0000,24.776636,96,1013.3,1.9367653,0
20200418T0100,24.646635,96,1012.8,1.8837324,0
20200418T0200,24.476635,96,1011.9,1.8321539,0
20200418T0300,24.376637,96,1011.7,1.9367653,0
20200418T0400,24.266636,96,1011.8,1.9367653,0
20200418T0500,24.156635,96,1012.6,1.9367653,0
20200418T0600,24.146635,96,1013.6,1.9993699,0
20200418T0700,24.606636,93,1013.9,2.0130177,0
20200418T0800,25.766636,90,1013.8,2.0574129,0
20200418T0900,27.276636,85,1013.8,2.0319705,0
20200418T1000,28.486635,78,1013.1,1.9536562,0
20200418T1100,30.006636,71,1012.4,1.8676755,0
20200418T1200,31.076635,65,1011.8,1.9367653,0
20200418T1300,31.746635,62,1011.3,2.0560818,0
20200418T1400,31.886637,60,1010.4,2.4875448,0
20200418T1500,31.586636,62,1009.9,2.8323736,0
20200418T1600,30.786636,66,1009.3,2.9967716,0
20200418T1700,29.596636,72,1009.7,3.1360638,0
20200418T1800,26.866636,86,1010.4,3.0921023,0
20200418T1900,26.196636,92,1010.9,3.0204332,0
20200418T2000,25.486635,95,1011.5,3.0636358,0
20200418T2100,24.996635,96,1011.4,3.0912166,0
20200418T2200,24.616636,97,1011.4,3.1465232,0
20200418T2300,24.496635,97,1011,3.1229403,0
20200419T0000,24.676636,96,1011.1,2.9967716,0
20200419T0100,24.586636,96,1010.7,2.9572237,0
20200419T0200,24.406635,96,1010,2.817836,0
20200419T0300,24.226635,96,1009.3,2.6526701,0
20200419T0400,24.086636,96,1009.5,2.6526701,0
20200419T0500,23.916636,96,1009.9,2.551659,0
20200419T0600,24.246635,93,1011,2.4820354,0
20200419T0700,25.876637,89,1011.7,2.4509535,0
20200419T0800,27.946636,82,1011.8,2.3400855,0
20200419T0900,29.836636,76,1011.6,2.3047168,0
20200419T1000,31.506636,71,1011.4,2.4160745,0
20200419T1100,32.576633,66,1010.8,2.5462883,0
20200419T1200,33.206635,64,1010.7,2.5900002,0
20200419T1300,33.336636,60,1010.2,2.504001,0
20200419T1400,33.316635,58,1009.5,2.1344864,0
20200419T1500,32.956635,59,1009.2,2.0891078,0
20200419T1600,32.236633,61,1009,2.351757,0
20200419T1700,30.986635,68,1009.1,2.713894,0
20200419T1800,28.036636,83,1009.9,2.8822026,0
20200419T1900,27.286636,90,1009.9,2.96,0
20200419T2000,26.506636,91,1010.4,2.6905894,0
20200419T2100,25.906635,93,1010.3,2.8178363,0
20200419T2200,25.576635,93,1011.1,2.584709,0
20200419T2300,25.196636,93,1011.3,2.5484378,0
20200420T0000,24.826635,94,1010.3,2.5484378,0
20200420T0100,24.546637,94,1009.8,2.517088,0
20200420T0200,24.296637,92,1009.2,2.3910131,0
20200420T0300,24.056635,91,1008.7,2.459874,0
20200420T0400,23.896635,90,1009.4,2.5559475,0
20200420T0500,23.756636,91,1010.3,2.6152484,0
20200420T0600,24.436636,88,1011.1,2.584709,0
20200420T0700,27.086636,82,1011.4,2.4160748,0
20200420T0800,29.386637,75,1012.1,2.7469852,0
20200420T0900,31.056635,70,1011.9,2.3224685,0
20200420T1000,32.546635,65,1011.7,2.250622,0
20200420T1100,33.716633,61,1011.8,2.0930362,0
20200420T1200,34.296635,60,1010.7,1.9097161,0
20200420T1300,34.246635,59,1009,1.9240001,0
20200420T1400,33.896633,61,1007.7,2.083859,0
20200420T1500,33.346634,65,1007.4,2.4408786,0
20200420T1600,32.436634,70,1007.6,3.1124017,0
20200420T1700,31.346636,76,1008.2,3.3439486,0
20200420T1800,28.766636,88,1009.3,3.2492657,0
20200420T1900,27.146635,94,1010.3,3.2861333,0
20200420T2000,26.266636,95,1010.9,2.8429873,0
20200420T2100,25.906635,95,1011.4,2.739,0
20200420T2200,25.596636,95,1011.5,2.7529593,0
20200420T2300,25.096636,96,1011.4,2.729988,0
20200421T0000,24.746635,97,1010.7,2.6814153,0
20200421T0100,24.486635,95,1009.8,2.6526704,0
20200421T0200,24.206636,94,1008.8,2.529025,0
20200421T0300,23.996635,93,1008.6,2.6246538,0
20200421T0400,23.826635,92,1009,2.6246538,0
20200421T0500,23.626637,91,1009,2.7499738,0
20200421T0600,24.316635,90,1009.7,2.6824362,0
20200421T0700,26.966637,84,1010.1,2.7539537,0
20200421T0800,29.296637,77,1010.9,3.0448103,0
20200421T0900,31.086636,70,1011.1,2.7708032,0
20200421T1000,32.586636,65,1010.4,2.827536,0
20200421T1100,33.726635,62,1010,2.7924585,0
20200421T1200,34.396633,61,1009.2,2.6824362,0
20200421T1300,34.816635,58,1008.2,2.4341388,0
20200421T1400,34.676636,60,1007.6,2.9274461,0
20200421T1500,34.076633,62,1006.9,3.487434,0
20200421T1600,33.006634,67,1007.1,3.72434,0
20200421T1700,31.526636,74,1007.6,3.711821,0
20200421T1800,28.586636,88,1008.5,3.6740086,0
20200421T1900,26.826635,96,1009.5,3.8798873,0
20200421T2000,26.056635,95,1010.2,2.9011397,0
20200421T2100,25.896635,95,1010.7,2.7708032,0
20200421T2200,25.506636,96,1010.8,2.6905894,0
20200421T2300,25.016636,97,1010.6,2.4509535,0
20200422T0000,24.756636,98,1010.1,2.28563,0
20200422T0100,24.456636,98,1009.2,2.581529,0
20200422T0200,24.226635,95,1008.9,2.713894,0
20200422T0300,24.026636,93,1008.8,2.8129735,0
20200422T0400,23.846636,92,1009.1,2.9470217,0
20200422T0500,23.686636,94,1009.3,2.716919,0
20200422T0600,24.376637,91,1009.9,2.7539537,0
20200422T0700,26.976635,85,1010.6,2.9766033,0
20200422T0800,29.276636,76,1010.9,2.716919,0
20200422T0900,31.016636,70,1010.9,2.4643223,0
20200422T1000,32.446636,66,1010.8,2.3224685,0
20200422T1100,33.336636,64,1010.5,2.5687702,0
20200422T1200,33.626633,64,1009.5,3.2769554,0
20200422T1300,33.646633,64,1008.7,3.9136136,0
20200422T1400,33.426636,66,1008.1,4.072017,0
20200422T1500,33.056633,66,1008.1,4.002162,0
20200422T1600,32.196636,69,1008.6,3.679966,0
20200422T1700,30.726635,76,1009.7,3.3504925,0
20200422T1800,28.216637,87,1010.6,3.4976254,0
20200422T1900,26.956636,93,1012.2,3.2635593,0
20200422T2000,26.186636,95,1012.2,2.5772831,0
20200422T2100,25.616636,96,1013,2.0130177,0
20200422T2200,25.086636,97,1013.4,1.6874597,0
20200422T2300,25.016636,96,1013.3,1.7275474,0
20200423T0000,25.016636,96,1012.5,1.6229467,0
20200423T0100,24.986635,96,1012,1.6229467,0
20200423T0200,24.916636,96,1011.4,1.8321539,0
20200423T0300,24.856636,96,1010.8,1.9883844,0
20200423T0400,24.826635,96,1011.1,1.9883844,0
20200423T0500,24.766636,96,1011.7,1.9367653,0
20200423T0600,24.876637,96,1012.6,1.8321539,0
20200423T0700,25.316635,94,1013.1,1.7821561,0
20200423T0800,26.286636,89,1013.4,1.8065703,0
20200423T0900,28.066635,82,1013.7,1.677696,0
20200423T1000,29.656635,73,1013.2,1.9856285,0
20200423T1100,30.756636,69,1013.1,2.073321,0
20200423T1200,30.826635,68,1012.8,2.217532,0
20200423T1300,29.256636,72,1012.7,2.2076323,0
20200423T1400,28.636637,75,1012,2.265174,0
20200423T1500,27.866636,78,1011.5,2.6905894,0
20200423T1600,27.056635,82,1011.7,2.7924585,0
20200423T1700,26.136637,86,1012.2,2.581529,0
20200423T1800,25.366636,89,1012.6,2.3645287,0
20200423T1900,25.056635,90,1013.4,2.1549125,0
20200423T2000,24.936636,92,1013.8,1.998,0
20200423T2100,24.746635,93,1013.9,1.406,0
20200423T2200,24.436636,97,1014.4,1.036,0
20200423T2300,24.476635,98,1014.3,0.7436908,0
20200424T0000,24.556635,97,1014,0.592,0
20200424T0100,24.686636,97,1013.6,0.69811463,0
20200424T0200,24.716637,96,1012.7,0.96484196,0
20200424T0300,24.556635,96,1012.6,1.155917,0
20200424T0400,24.486635,96,1013.1,1.3604734,0
20200424T0500,24.206636,96,1013.7,1.3175325,0
20200424T0600,24.416636,94,1014.7,1.3584595,0
20200424T0700,24.676636,92,1015.5,1.224918,0
20200424T0800,25.326635,87,1015.4,1.4538693,0
20200424T0900,26.166636,83,1015.7,1.5398402,0
20200424T1000,26.566635,81,1016.2,1.3764796,0
20200424T1100,26.546637,81,1016.2,1.4040513,0
20200424T1200,26.346636,82,1015.3,1.5680319,0
20200424T1300,26.226635,83,1014,1.8276652,0
20200424T1400,25.946636,84,1013.4,1.992511,0
20200424T1500,25.616636,85,1013.4,2.2261581,0
20200424T1600,25.206636,87,1013.7,2.3400855,0
20200424T1700,24.636637,91,1013.6,2.317748,0
20200424T1800,24.096636,94,1014.1,2.1549125,0
20200424T1900,23.906635,96,1014.9,1.9925108,0.2
20200424T2000,23.966637,95,1015.1,2.591057,0.4
20200424T2100,23.906635,96,1016,2.517088,0.3
20200424T2200,23.736635,97,1016.3,2.2396464,0.5
20200424T2300,23.636637,97,1016.7,2.4239943,0.4
20200425T0000,23.666636,97,1015.3,2.368,1.2
20200425T0100,23.586636,97,1014.9,2.4464808,1.1
20200425T0200,23.466637,97,1013.9,2.6277816,1
20200425T0300,23.356636,97,1013.5,2.7648683,0.8
20200425T0400,23.236635,97,1013.9,2.9274461,0.6
20200425T0500,23.076635,97,1014.4,3.1115217,0.4
20200425T0600,23.006636,97,1015.3,3.2492657,0.3
20200425T0700,23.016636,96,1016,3.4072158,0.2
20200425T0800,23.006636,96,1016.4,3.3300002,0.1
20200425T0900,22.986635,94,1016.7,3.259362,0.1
20200425T1000,23.036636,94,1016.6,3.0912166,0.1
20200425T1100,23.116636,94,1016.1,3.0349026,0.1
20200425T1200,23.246635,93,1015.5,2.932119,0.1
20200425T1300,23.346636,93,1014.7,2.932119,0.1
20200425T1400,23.486635,92,1014.3,3.0876718,0.1
20200425T1500,23.446636,92,1013.8,3.2025845,0.1
20200425T1600,23.246635,94,1013.5,3.3300002,0.1
20200425T1700,22.866636,94,1013.6,3.4495432,0.1
20200425T1800,22.336636,96,1014.3,3.4929256,0.1
20200425T1900,23.466637,97,1015.6,1.5237533,0.3
20200425T2000,23.476635,97,1016.3,1.4234184,0.2
20200425T2100,23.466637,97,1016.3,1.3237523,0.2
20200425T2200,23.486635,97,1016.8,1.3584595,0.2
20200425T2300,23.466637,97,1016.5,1.4595082,0.2
20200426T0000,23.436636,97,1016.1,1.4234184,0.2
20200426T0100,23.406635,97,1015.2,1.3903338,0.1
20200426T0200,23.346636,97,1014.3,1.5940088,0.2
20200426T0300,23.316635,97,1014,1.6907016,0.3
20200426T0400,23.296637,97,1014.3,1.8201593,0.2
20200426T0500,23.266636,97,1015,1.9296839,0.2
20200426T0600,23.346636,97,1015.5,1.9536561,0.3
20200426T0700,23.506636,96,1016.2,1.9367653,0.2
20200426T0800,23.646635,96,1016.5,1.9367653,0.3
20200426T0900,23.826635,95,1016.9,1.9367653,0.3
20200426T1000,23.886637,95,1016.8,1.8866372,0.4
20200426T1100,23.916636,94,1016.4,1.85,0.4
20200426T1200,23.956636,94,1016,1.7036079,0.5
20200426T1300,23.916636,94,1015.1,1.7259618,0.4
20200426T1400,23.826635,95,1014.7,1.8866372,0.4
20200426T1500,23.776636,95,1014.3,2.021162,0.3
20200426T1600,23.626637,96,1014.4,2.0891078,0.4
20200426T1700,23.476635,96,1014.7,2.0891078,0.4
20200426T1800,23.296637,97,1015.2,2.052083,0.4
20200426T1900,22.866636,97,1016.5,1.992511,0
20200426T2000,22.796637,97,1017,1.7790807,0
20200426T2100,22.716637,97,1017.2,1.8004979,0
20200426T2200,22.686636,97,1017.6,1.8514794,0
20200426T2300,22.616636,97,1017.2,1.8514794,0
20200427T0000,22.496635,97,1017.1,1.8632724,0
20200427T0100,22.426636,97,1016.7,1.9745661,0
20200427T0200,22.276636,97,1015.9,2.2469697,0
20200427T0300,22.216637,97,1015.5,2.3400855,0
20200427T0400,22.116636,97,1015.6,2.317748,0
20200427T0500,22.076635,97,1016.3,2.2469697,0
20200427T0600,22.136637,97,1017.1,2.106077,0
20200427T0700,22.196636,96,1017.4,2.0614014,0
20200427T0800,22.366636,95,1017.7,1.8866372,0
20200427T0900,22.546637,93,1017.9,1.8276651,0
20200427T1000,22.826635,93,1017.6,1.9993699,0
20200427T1100,23.466637,91,1017.3,2.1510975,0
20200427T1200,23.996635,87,1016.9,2.3236473,0
20200427T1300,24.366636,85,1016.2,2.463211,0
20200427T1400,24.606636,82,1015.7,2.781652,0
20200427T1500,24.446636,84,1015.5,3.0448103,0
20200427T1600,24.096636,85,1015.2,3.1785564,0
20200427T1700,23.686636,87,1015.6,3.1482632,0
20200427T1800,23.096636,89,1016.1,3.0805695,0
20200427T1900,22.866636,93,1016.7,3.2534761,0
20200427T2000,22.676636,94,1017,2.8323736,0
20200427T2100,22.476635,95,1017.3,2.5559475,0
20200427T2200,22.336636,95,1017.8,2.250622,0
20200427T2300,22.186636,96,1017.3,2.0319705,0
20200428T0000,22.086636,95,1017.1,1.8953248,0
20200428T0100,21.926636,95,1016.3,1.8837324,0
20200428T0200,21.706636,95,1016,1.9911364,0
20200428T0300,21.516636,95,1015.4,1.9993699,0
20200428T0400,21.476635,95,1015.6,2.1034753,0
20200428T0500,21.326635,95,1015.9,2.1034753,0
20200428T0600,21.456636,94,1016.5,2.161256,0
20200428T0700,22.156635,91,1016.8,2.161256,0
20200428T0800,22.986635,87,1017,2.1510975,0
20200428T0900,23.556635,85,1016.9,2.1460001,0
20200428T1000,23.926636,84,1016.6,2.2001781,0
20200428T1100,24.236635,84,1016.5,2.2796323,0
20200428T1200,24.646635,83,1015.8,2.3864284,0
20200428T1300,24.646635,83,1015.2,2.4875448,0
20200428T1400,24.556635,84,1014.2,2.5516589,0
20200428T1500,24.286636,86,1013.7,2.6742582,0
20200428T1600,23.806635,89,1013.4,2.5687702,0
20200428T1700,23.456636,91,1013.7,2.4698713,0
20200428T1800,22.926636,93,1014.3,2.1663177,0
20200428T1900,22.896635,91,1014.9,1.6874596,0
20200428T2000,22.626637,93,1015.5,1.2923545,0
20200428T2100,22.466637,94,1015.7,0.973318,0
20200428T2200,22.336636,95,1016,0.74,0
20200428T2300,22.206636,95,1015.4,0.52325904,0
20200429T0000,22.116636,95,1015.2,0.5779585,0
20200429T0100,21.946636,96,1014.1,0.76187664,0
20200429T0200,21.736635,96,1013.7,0.93603426,0
20200429T0300,21.546637,96,1013.5,1.1700428,0
20200429T0400,21.376637,95,1013.7,1.1955066,0
20200429T0500,21.186636,95,1014.4,1.2923545,0
20200429T0600,21.236635,95,1015,1.224918,0
20200429T0700,22.076635,92,1015.5,1.3237523,0
20200429T0800,22.966637,90,1015.5,1.2316055,0
20200429T0900,23.816635,88,1015.5,1.2136902,0
20200429T1000,24.686636,84,1015.5,1.2731441,0
20200429T1100,25.366636,80,1015.3,1.4040513,0
20200429T1200,26.146635,77,1014.8,1.7084227,0
20200429T1300,26.126637,78,1014.3,1.99937,0
20200429T1400,25.866636,80,1013.6,2.177663,0
20200429T1500,25.496635,83,1013.2,2.2469697,0
20200429T1600,24.946636,85,1013.1,2.254269,0
20200429T1700,24.316635,88,1013.3,2.1574523,0
20200429T1800,23.536636,92,1014,1.85,0
20200429T1900,23.836636,92,1014.6,1.7913504,0
20200429T2000,23.586636,93,1015.4,1.3604734,0
20200429T2100,23.376637,94,1015.8,0.9476624,0
20200429T2200,23.196636,95,1016.3,0.5966071,0
20200429T2300,23.046637,95,1015.8,0.33093807,0
20200430T0000,22.926636,95,1015.4,0.074,0
20200430T0100,22.786636,95,1014.7,0.16546904,0
20200430T0200,22.566635,95,1014,0.41860723,0
20200430T0300,22.396635,95,1013.7,0.6822463,0
20200430T0400,22.206636,95,1014,0.84372985,0
20200430T0500,22.006636,95,1014.3,1.0280409,0
20200430T0600,22.146635,94,1014.7,1.1582832,0
20200430T0700,23.506636,89,1015,1.258,0
20200430T0800,24.736635,85,1014.9,1.0925969,0
20200430T0900,26.056635,80,1014.6,0.7970044,0
20200430T1000,27.556635,74,1014.4,0.296,0
20200430T1100,28.616636,71,1013.9,0.2668108,0
20200430T1200,28.506636,73,1013.3,0.90328515,0
20200430T1300,28.586636,74,1012.4,1.3962293,0
20200430T1400,29.056635,75,1011.4,1.9296839,0
20200430T1500,28.526636,79,1010.7,2.2372,0
20200430T1600,26.916636,87,1010.8,2.3236473,0
20200430T1700,25.796637,93,1010.9,2.2076323,0
20200430T1800,24.736635,96,1011.4,1.8953248,0
20200430T1900,25.066635,95,1012.9,1.7275474,0
20200430T2000,24.646635,93,1013.2,1.5539999,0
20200430T2100,24.216637,94,1013.4,1.2923545,0
20200430T2200,23.826635,95,1013.3,1.129561,0
20200430T2300,23.416636,96,1013.6,1.155917,0
20200501T0000,23.116636,98,1013.3,1.0307007,0
20200501T0100,22.866636,99,1013,1.1319823,0
20200501T0200,22.756636,97,1012.7,1.332,0
20200501T0300,22.536636,97,1011.5,1.4818488,0
20200501T0400,22.266636,98,1011.5,1.6430666,0
20200501T0500,22.096636,98,1012,1.7275474,0
20200501T0600,22.696636,95,1012.4,1.7589599,0
20200501T0700,24.676636,86,1012.5,1.6695161,0
20200501T0800,26.816635,78,1012.4,1.2204393,0
20200501T0900,28.566635,72,1012.1,1.2558217,0
20200501T1000,29.936636,68,1011.3,1.4983858,0
20200501T1100,30.816635,67,1010.7,1.9254224,0
20200501T1200,31.376637,65,1010.5,2.368,0
20200501T1300,31.456636,67,1009.6,2.5942252,0
20200501T1400,31.156635,69,1008.9,2.812,0
20200501T1500,30.596636,72,1008.5,3.0376074,0
20200501T1600,29.706636,76,1008.3,3.0564775,0
20200501T1700,28.566635,81,1009,3.2366014,0
20200501T1800,27.306635,87,1009.6,3.2128272,0
20200501T1900,26.456636,90,1010.3,3.1880176,0
20200501T2000,25.616636,92,1010.9,2.463211,0
20200501T2100,24.886637,93,1010.9,2.4598742,0
20200501T2200,24.216637,95,1011,2.4598742,0
20200501T2300,23.586636,97,1011.1,2.4273803,0
20200502T0000,23.416636,98,1011.2,2.463211,0
20200502T0100,23.216637,99,1010.5,2.4160748,0
20200502T0200,23.166636,99,1009.7,2.3224688,0
20200502T0300,23.116636,97,1009.5,2.317748,0
20200502T0400,22.936636,97,1009.9,2.1914499,0
20200502T0500,22.776636,97,1010.2,2.0930362,0
20200502T0600,23.526636,95,1010.6,1.9367652,0
20200502T0700,25.646635,87,1010.6,1.9367652,0
20200502T0800,27.576635,80,1010.4,2.0614014,0
20200502T0900,29.276636,75,1010.2,2.1344864,0
20200502T1000,30.816635,70,1009.8,2.3047168,0
20200502T1100,32.006634,67,1009.3,2.443121,0
20200502T1200,32.846634,63,1008.6,2.6475046,0
20200502T1300,33.146633,63,1007.6,2.8860002,0
