20200411T0000,23.766636,96,1015.1,1.6874597,0
20200411T0100,23.606636,96,1014.1,1.6430666,0
20200411T0200,23.446636,96,1013.3,1.4368201,0
20200411T0300,23.376637,96,1013.1,1.3584595,0
20200411T0400,23.296637,96,1013.1,1.3237523,0
20200411T0500,23.176636,96,1014.3,1.3237523,0
20200411T0600,23.246635,96,1015.1,1.3903338,0
20200411T0700,23.806635,93,1015.2,1.4291774,0
20200411T0800,25.146635,87,1015.3,1.3604734,0
20200411T0900,26.246635,83,1015,1.3584595,0
20200411T1000,27.556635,77,1014.6,1.5183531,0
20200411T1100,29.156635,72,1014.4,1.5732616,0
20200411T1200,29.996635,67,1013.9,1.6430666,0
20200411T1300,30.636637,64,1012.6,1.6546904,0
20200411T1400,30.776636,62,1011.3,1.7589599,0
20200411T1500,30.456636,63,1010.6,1.9367652,0
20200411T1600,29.856636,67,1010.4,2.221233,0
20200411T1700,28.776636,73,1010.8,2.443121,0
20200411T1800,26.086636,86,1011.9,2.533352,0
20200411T1900,25.806635,92,1012.4,2.3365726,0
20200411T2000,24.856636,98,1012.7,2.2261581,0
20200411T2100,25.216637,96,1013.4,1.942412,0
20200411T2200,25.176636,96,1014,1.6907016,0
20200411T2300,25.086636,96,1014,1.4892213,0
20200412T0000,24.966637,96,1013.8,1.224918,0
20200412T0100,24.756636,96,1012.7,0.9620001,0
20200412T0200,24.596636,96,1012.3,0.666,0
20200412T0300,24.426636,96,1012.3,0.5966071,0
20200412T0400,24.346636,96,1012.9,0.76187664,0
20200412T0500,24.216637,96,1013.9,0.9153295,0
20200412T0600,24.296637,96,1014.8,1.0595188,0
20200412T0700,24.486635,95,1015.6,1.1319823,0
20200412T0800,24.626637,94,1016,1.3644925,0.1
20200412T0900,24.826635,93,1016.2,1.5680319,0.4
20200412T1000,24.676636,94,1016.1,1.8276652,0.9
20200412T1100,24.456636,93,1016.1,1.992511,0.1
20200412T1200,24.166636,93,1016.3,1.8720685,0
20200412T1300,24.076635,92,1015.6,1.830659,0
20200412T1400,23.726635,94,1014.8,1.8866372,0.1
20200412T1500,23.566635,94,1014.3,1.9592538,0.3
20200412T1600,23.396635,95,1013.8,2.1190376,0.8
20200412T1700,23.236635,97,1014.2,2.3400855,0.9
20200412T1800,23.126637,97,1015,2.6824362,1
20200412T1900,23.586636,97,1015.8,2.9830353,1
20200412T2000,23.556635,97,1016.2,3.2238872,1.3
20200412T2100,23.536636,97,1016.4,3.4280457,1.3
20200412T2200,23.506636,97,1016.1,3.4905732,1.6
20200412T2300,23.436636,97,1016.3,3.781972,1.9
20200413T0000,23.306635,97,1015.7,3.9052093,2.3
20200413T0100,23.116636,97,1014.9,4.042324,2.2
20200413T0200,22.886637,97,1014.6,4.2824206,2.1
20200413T0300,22.596636,97,1014.5,4.5236945,1.9
20200413T0400,22.206636,97,1014.9,4.703513,1.7
20200413T0500,21.816635,97,1015.4,4.775724,1.3
20200413T0600,21.446636,97,1016.5,4.6313596,1
20200413T0700,21.276636,96,1017.3,4.4152646,0.8
20200413T0800,21.296637,95,1017.7,3.9850216,0.7
20200413T0900,21.406635,94,1018.1,3.6085906,0.5
20200413T1000,21.566635,94,1018,3.3749192,0.4
20200413T1100,21.746635,94,1017.9,3.1948807,0.4
20200413T1200,21.586636,92,1017.4,3.1062374,0.3
20200413T1300,21.566635,92,1016.9,3.0779018,0.4
20200413T1400,21.456636,93,1016.2,3.1220634,0.4
20200413T1500,21.316635,93,1015.7,3.18544,0.4
20200413T1600,21.206636,94,1015.6,3.259362,0.4
20200413T1700,21.046637,95,1016,3.189735,0.4
20200413T1800,20.726635,96,1016.7,3.1220634,0.5
20200413T1900,21.296637,97,1016.5,2.9274461,0.7
20200413T2000,21.296637,97,1017.1,2.7648683,0.6
20200413T2100,21.316635,97,1017.8,2.5311894,0.5
20200413T2200,21.286636,97,1017.8,2.369156,0.5
20200413T2300,21.256636,97,1017.3,2.083859,0.4
20200414T0000,21.206636,97,1016.4,1.830659,0.4
20200414T0100,21.176636,97,1015.6,1.7417531,0.4
20200414T0200,21.126637,97,1015,1.7084227,0.3
